sales_key,order_id,order_date,customer_id,product_id,quantity,unit_price,discount,net_sales,channel,payment_method,paid_at,province,category
21,ORD000025,2026-01-07 13:04:00,C0079,P011,1,25900.0,0.0,25900.0,Web,Credit Card,2026-01-07 15:39:00,ภูเก็ต,Accessory
22,ORD000026,2026-01-04 19:15:00,C0107,P008,1,499.0,0.0,499.0,Mobile App,Credit Card,2026-01-04 20:27:00,ระยอง,Accessory
23,ORD000027,2026-01-23 14:12:00,C0143,P019,2,3790.5,0.1,6822.900000000001,Web,Credit Card,2026-01-23 15:21:00,เชียงใหม่,Smartphone
24,ORD000028,2026-01-08 05:59:00,C0139,P013,4,523.95,0.0,2095.8,Mobile App,Credit Card,2026-01-08 08:06:00,ระยอง,Smart Home
25,ORD000030,2026-01-10 12:26:00,C0003,P006,1,299.0,0.05,284.05,Mobile App,PromptPay,2026-01-10 14:50:00,ขอนแก่น,Accessory
26,ORD000031,2026-01-16 18:33:00,C0087,P027,1,24605.0,0.0,24605.0,Web,PromptPay,2026-01-16 18:52:00,กรุงเทพมหานคร,Smartphone
27,ORD000032,2026-01-01 14:52:00,C0085,P035,1,25900.0,0.0,25900.0,Mobile App,Bank Transfer,2026-01-01 17:21:00,กรุงเทพมหานคร,Accessory
28,ORD000034,2026-01-24 06:21:00,C0044,P005,1,313.95,0.0,313.95,Web,PromptPay,2026-01-24 06:44:00,กรุงเทพมหานคร,Smartphone
29,ORD000035,2026-01-16 21:39:00,C0045,P033,3,12900.0,0.0,38700.0,Marketplace,PromptPay,2026-01-17 00:12:00,เชียงใหม่,Smart Home
30,ORD000036,2026-01-21 10:30:00,C0043,P005,1,299.0,0.0,299.0,Mobile App,Credit Card,2026-01-21 13:28:00,ระยอง,Smartphone
31,ORD000037,2026-01-20 00:56:00,C0108,P017,4,990.0,0.0,3960.0,Web,PromptPay,2026-01-20 03:11:00,เชียงใหม่,Smartphone
32,ORD000038,2026-01-18 01:57:00,C0008,P009,1,284.05,0.05,269.8475,Mobile App,PromptPay,2026-01-18 03:21:00,ขอนแก่น,Notebook
33,ORD000039,2026-01-28 20:23:00,C0126,P004,2,1415.5,0.0,2831.0,Marketplace,PromptPay,2026-01-28 20:25:00,เชียงใหม่,Smart Home
34,ORD000040,2026-01-15 23:19:00,C0086,P021,1,23310.0,0.0,23310.0,Marketplace,PromptPay,2026-01-16 00:12:00,กรุงเทพมหานคร,Smart Home
35,ORD000041,2026-01-11 12:38:00,C0008,P034,2,284.05,0.0,568.1,Web,Credit Card,2026-01-11 14:36:00,ขอนแก่น,Accessory
36,ORD000042,2026-01-21 15:59:00,C0114,P032,1,25900.0,0.0,25900.0,Marketplace,Credit Card,2026-01-21 17:17:00,เชียงใหม่,Notebook
37,ORD000043,2026-01-03 08:15:00,C0006,P018,1,3790.5,0.05,3600.975,Web,Bank Transfer,2026-01-03 09:31:00,ระยอง,Smartphone
38,ORD000045,2026-01-16 19:17:00,C0068,P019,3,3990.0,0.0,11970.0,Marketplace,Bank Transfer,2026-01-16 19:47:00,ขอนแก่น,Smartphone
39,ORD000046,2026-01-21 21:21:00,C0097,P026,2,12900.0,0.1,23220.0,Mobile App,Bank Transfer,2026-01-21 22:17:00,เชียงใหม่,Smart Home
40,ORD000047,2026-01-01 07:56:00,C0100,P038,4,11610.0,0.0,46440.0,Web,PromptPay,2026-01-01 09:44:00,กรุงเทพมหานคร,Smartphone
41,ORD000048,2026-01-13 07:59:00,C0040,P038,2,12900.0,0.0,25800.0,Marketplace,PromptPay,2026-01-13 09:30:00,กรุงเทพมหานคร,Smartphone
42,ORD000049,2026-01-18 00:12:00,C0059,P019,1,3990.0,0.05,3790.5,Mobile App,PromptPay,2026-01-18 01:04:00,ระยอง,Smartphone
43,ORD000050,2026-01-09 02:38:00,C0067,P006,1,313.95,0.0,313.95,Web,Bank Transfer,2026-01-09 04:32:00,ชลบุรี,Accessory
44,ORD000051,2026-01-24 03:14:00,C0035,P039,4,990.0,0.0,3960.0,Marketplace,Credit Card,2026-01-24 04:27:00,ชลบุรี,Notebook
45,ORD000052,2026-01-18 11:03:00,C0079,P035,1,23310.0,0.0,23310.0,Mobile App,Credit Card,2026-01-18 12:24:00,ภูเก็ต,Accessory
46,ORD000053,2026-01-16 20:25:00,C0113,P019,4,3990.0,0.05,15162.0,Marketplace,Credit Card,2026-01-16 22:54:00,ระยอง,Smartphone
47,ORD000054,2026-01-01 18:10:00,C0046,P035,1,25900.0,0.1,23310.0,Marketplace,Bank Transfer,2026-01-01 19:13:00,ชลบุรี,Accessory
48,ORD000055,2026-01-07 14:06:00,C0132,P027,2,23310.0,0.0,46620.0,Marketplace,Credit Card,2026-01-07 16:03:00,ชลบุรี,Smartphone
49,ORD000056,2026-01-07 05:17:00,C0083,P017,1,990.0,0.0,990.0,Web,Bank Transfer,2026-01-07 07:02:00,ขอนแก่น,Smartphone
50,ORD000057,2026-01-20 22:46:00,C0054,P039,2,990.0,0.0,1980.0,Marketplace,Bank Transfer,2026-01-20 23:31:00,กรุงเทพมหานคร,Notebook
51,ORD000058,2026-01-16 05:55:00,C0096,P038,2,13545.0,0.05,25735.5,Mobile App,PromptPay,2026-01-16 07:21:00,กรุงเทพมหานคร,Smartphone
52,ORD000059,2026-01-22 06:56:00,C0038,P005,1,284.05,0.0,284.05,Mobile App,Bank Transfer,2026-01-22 07:08:00,ชลบุรี,Smartphone
53,ORD000060,2026-01-15 09:26:00,C0057,P005,1,299.0,0.1,269.1,Mobile App,Credit Card,2026-01-15 12:01:00,เชียงใหม่,Smartphone
54,ORD000061,2026-01-08 12:44:00,C0102,P023,2,313.95,0.1,565.11,Mobile App,Bank Transfer,2026-01-08 12:47:00,ระยอง,Accessory
55,ORD000062,2026-01-09 13:10:00,C0036,P020,3,499.0,0.0,1497.0,Marketplace,PromptPay,2026-01-09 15:05:00,กรุงเทพมหานคร,Smart Home
56,ORD000063,2026-01-08 01:20:00,C0034,P025,3,27195.0,0.0,81585.0,Marketplace,Credit Card,2026-01-08 04:07:00,ภูเก็ต,Accessory
57,ORD000064,2026-01-07 21:17:00,C0152,P014,1,1039.5,0.1,935.5500000000001,Web,Credit Card,2026-01-07 21:33:00,ชลบุรี,Notebook
58,ORD000065,2026-01-20 12:44:00,C0160,P031,3,1490.0,0.0,4470.0,Web,Bank Transfer,2026-01-20 15:03:00,กรุงเทพมหานคร,Smart Home
59,ORD000067,2026-01-11 23:34:00,C0125,P035,1,25900.0,0.0,25900.0,Mobile App,Credit Card,2026-01-12 02:25:00,เชียงใหม่,Accessory
60,ORD000068,2026-01-15 21:59:00,C0052,P039,1,940.5,0.05,893.4749999999999,Mobile App,PromptPay,2026-01-16 00:21:00,ระยอง,Notebook
61,ORD000069,2026-01-09 12:18:00,C0081,P039,1,1039.5,0.0,1039.5,Web,Credit Card,2026-01-09 14:32:00,ขอนแก่น,Notebook
62,ORD000070,2026-01-28 09:39:00,C0069,P014,4,1039.5,0.0,4158.0,Marketplace,Bank Transfer,2026-01-28 12:02:00,กรุงเทพมหานคร,Notebook
63,ORD000071,2026-01-01 22:56:00,C0021,P008,1,523.95,0.0,523.95,Web,Credit Card,2026-01-02 00:10:00,เชียงใหม่,Accessory
64,ORD000072,2026-01-24 22:09:00,C0028,P032,4,23310.0,0.05,88578.0,Mobile App,Credit Card,2026-01-24 22:55:00,ขอนแก่น,Notebook
65,ORD000073,2026-01-13 05:31:00,C0009,P022,1,474.05,0.0,474.05,Web,Credit Card,2026-01-13 07:28:00,ภูเก็ต,Accessory
66,ORD000074,2026-01-17 10:33:00,C0110,P031,4,1490.0,0.0,5960.0,Marketplace,Credit Card,2026-01-17 11:45:00,เชียงใหม่,Smart Home
67,ORD000075,2026-01-22 08:13:00,C0039,P007,2,24605.0,0.05,46749.5,Web,Credit Card,2026-01-22 08:15:00,กรุงเทพมหานคร,Notebook
68,ORD000077,2026-01-08 04:24:00,C0143,P026,2,12255.0,0.0,24510.0,Web,PromptPay,2026-01-08 04:29:00,เชียงใหม่,Smart Home
69,ORD000078,2026-01-22 17:21:00,C0070,P017,1,1039.5,0.05,987.525,Marketplace,Bank Transfer,2026-01-22 17:34:00,เชียงใหม่,Smartphone
70,ORD000079,2026-01-05 10:50:00,C0005,P037,1,25900.0,0.1,23310.0,Mobile App,Bank Transfer,2026-01-05 13:47:00,ระยอง,Smart Home
71,ORD000080,2026-01-28 17:30:00,C0008,P019,3,4189.5,0.05,11940.074999999999,Marketplace,Bank Transfer,2026-01-28 19:57:00,ขอนแก่น,Smartphone
72,ORD000081,2026-01-11 02:57:00,C0061,P018,4,3591.0,0.0,14364.0,Web,Credit Card,2026-01-11 03:07:00,ขอนแก่น,Smartphone
73,ORD000082,2026-01-21 18:06:00,C0147,P020,2,474.05,0.1,853.2900000000001,Marketplace,PromptPay,2026-01-21 18:30:00,ชลบุรี,Smart Home
74,ORD000083,2026-01-17 01:19:00,C0070,P021,1,25900.0,0.0,25900.0,Web,PromptPay,2026-01-17 01:51:00,เชียงใหม่,Smart Home
75,ORD000084,2026-01-27 07:52:00,C0132,P026,1,11610.0,0.0,11610.0,Web,PromptPay,2026-01-27 08:53:00,ชลบุรี,Smart Home
76,ORD000085,2026-01-20 05:05:00,C0145,P003,2,24605.0,0.0,49210.0,Mobile App,Credit Card,2026-01-20 07:24:00,ภูเก็ต,Smartphone
77,ORD000086,2026-01-22 09:30:00,C0038,P015,4,269.1,0.0,1076.4,Web,Bank Transfer,2026-01-22 12:16:00,ชลบุรี,Notebook
78,ORD000087,2026-01-25 05:31:00,C0068,P001,3,299.0,0.0,897.0,Web,Credit Card,2026-01-25 08:13:00,ขอนแก่น,Notebook
79,ORD000088,2026-01-28 21:16:00,C0118,P024,2,284.05,0.1,511.29,Web,PromptPay,2026-01-28 22:57:00,ระยอง,Accessory
80,ORD000089,2026-01-26 04:55:00,C0070,P026,1,12900.0,0.0,12900.0,Web,PromptPay,2026-01-26 07:40:00,เชียงใหม่,Smart Home
81,ORD000090,2026-01-19 00:37:00,C0083,P038,1,12900.0,0.0,12900.0,Marketplace,Bank Transfer,2026-01-19 01:32:00,ขอนแก่น,Smartphone
82,ORD000091,2026-01-18 10:20:00,C0156,P037,1,25900.0,0.05,24605.0,Mobile App,PromptPay,2026-01-18 12:55:00,กรุงเทพมหานคร,Smart Home
83,ORD000092,2026-01-16 20:33:00,C0086,P006,1,313.95,0.0,313.95,Web,Credit Card,2026-01-16 21:27:00,กรุงเทพมหานคร,Accessory
84,ORD000094,2026-01-05 03:21:00,C0014,P012,1,1039.5,0.1,935.5500000000001,Marketplace,Bank Transfer,2026-01-05 06:00:00,ขอนแก่น,Accessory
85,ORD000095,2026-01-01 19:36:00,C0062,P020,2,499.0,0.0,998.0,Web,Credit Card,2026-01-01 20:33:00,ระยอง,Smart Home
86,ORD000096,2026-01-26 20:50:00,C0090,P024,2,284.05,0.0,568.1,Mobile App,Credit Card,2026-01-26 22:11:00,เชียงใหม่,Accessory
87,ORD000097,2026-01-16 01:11:00,C0008,P009,4,299.0,0.0,1196.0,Marketplace,PromptPay,2026-01-16 01:43:00,ขอนแก่น,Notebook
88,ORD000098,2026-01-14 04:53:00,C0099,P016,2,1490.0,0.1,2682.0,Marketplace,Credit Card,2026-01-14 06:37:00,ขอนแก่น,Accessory
89,ORD000099,2026-01-24 06:51:00,C0136,P039,3,1039.5,0.0,3118.5,Mobile App,PromptPay,2026-01-24 08:38:00,ระยอง,Notebook
90,ORD000100,2026-01-05 13:19:00,C0014,P038,2,13545.0,0.0,27090.0,Mobile App,Bank Transfer,2026-01-05 15:44:00,ขอนแก่น,Smartphone
91,ORD000102,2026-01-05 07:29:00,C0078,P002,4,1341.0,0.05,5095.8,Mobile App,Bank Transfer,2026-01-05 09:52:00,ระยอง,Smartphone
92,ORD000103,2026-01-11 07:18:00,C0079,P014,1,940.5,0.1,846.45,Web,Credit Card,2026-01-11 08:32:00,ภูเก็ต,Notebook
93,ORD000104,2026-01-13 17:48:00,C0157,P036,2,299.0,0.1,538.2,Marketplace,Credit Card,2026-01-13 19:26:00,ระยอง,Notebook
94,ORD000105,2026-01-07 02:25:00,C0099,P002,2,1341.0,0.1,2413.8,Mobile App,Credit Card,2026-01-07 03:54:00,ขอนแก่น,Smartphone
95,ORD000107,2026-01-23 21:07:00,C0065,P023,2,299.0,0.0,598.0,Web,Credit Card,2026-01-23 23:36:00,ขอนแก่น,Accessory
96,ORD000108,2026-01-17 22:05:00,C0138,P029,4,3990.0,0.0,15960.0,Web,Credit Card,2026-01-17 23:54:00,กรุงเทพมหานคร,Notebook
97,ORD000109,2026-01-19 03:38:00,C0140,P033,1,13545.0,0.0,13545.0,Web,Credit Card,2026-01-19 06:35:00,ภูเก็ต,Smart Home
98,ORD000110,2026-01-27 22:29:00,C0066,P002,3,1341.0,0.0,4023.0,Marketplace,PromptPay,2026-01-28 00:24:00,ระยอง,Smartphone
99,ORD000111,2026-01-04 17:27:00,C0146,P008,3,449.1,0.0,1347.3000000000002,Mobile App,Credit Card,2026-01-04 19:04:00,กรุงเทพมหานคร,Accessory
100,ORD000113,2026-01-03 06:56:00,C0024,P027,3,24605.0,0.0,73815.0,Mobile App,Bank Transfer,2026-01-03 09:53:00,กรุงเทพมหานคร,Smartphone
101,ORD000114,2026-01-01 13:09:00,C0050,P014,3,1039.5,0.0,3118.5,Web,PromptPay,2026-01-01 14:03:00,เชียงใหม่,Notebook
102,ORD000115,2026-01-21 07:56:00,C0085,P009,4,313.95,0.0,1255.8,Mobile App,Bank Transfer,2026-01-21 10:17:00,กรุงเทพมหานคร,Notebook
103,ORD000116,2026-01-24 08:29:00,C0073,P002,4,1341.0,0.0,5364.0,Web,Bank Transfer,2026-01-24 10:09:00,ขอนแก่น,Smartphone
104,ORD000117,2026-01-09 09:51:00,C0012,P016,1,1415.5,0.0,1415.5,Marketplace,Bank Transfer,2026-01-09 10:26:00,ขอนแก่น,Accessory
105,ORD000118,2026-01-21 07:02:00,C0075,P025,1,23310.0,0.05,22144.5,Web,Bank Transfer,2026-01-21 08:33:00,ระยอง,Accessory
106,ORD000119,2026-01-25 09:48:00,C0007,P022,1,449.1,0.0,449.1,Web,Bank Transfer,2026-01-25 10:43:00,กรุงเทพมหานคร,Accessory
107,ORD000120,2026-01-15 14:33:00,C0092,P020,4,499.0,0.0,1996.0,Web,PromptPay,2026-01-15 16:33:00,กรุงเทพมหานคร,Smart Home
108,ORD000122,2026-01-08 11:24:00,C0051,P010,3,891.0,0.1,2405.7000000000003,Mobile App,PromptPay,2026-01-08 11:27:00,เชียงใหม่,Smart Home
109,ORD000123,2026-01-08 18:25:00,C0035,P024,1,313.95,0.0,313.95,Mobile App,Bank Transfer,2026-01-08 19:08:00,ชลบุรี,Accessory
110,ORD000124,2026-01-15 01:56:00,C0012,P007,1,27195.0,0.05,25835.25,Web,PromptPay,2026-01-15 04:09:00,ขอนแก่น,Notebook
111,ORD000125,2026-01-24 01:22:00,C0155,P003,1,25900.0,0.0,25900.0,Web,PromptPay,2026-01-24 02:51:00,เชียงใหม่,Smartphone
112,ORD000126,2026-01-03 20:15:00,C0056,P022,1,523.95,0.05,497.7525,Marketplace,Credit Card,2026-01-03 20:33:00,เชียงใหม่,Accessory
113,ORD000127,2026-01-27 13:30:00,C0060,P040,3,3790.5,0.05,10802.925,Mobile App,Bank Transfer,2026-01-27 15:29:00,ภูเก็ต,Accessory
114,ORD000128,2026-01-13 09:03:00,C0138,P012,3,940.5,0.0,2821.5,Mobile App,Credit Card,2026-01-13 09:29:00,กรุงเทพมหานคร,Accessory
115,ORD000129,2026-01-24 16:44:00,C0098,P031,1,1490.0,0.0,1490.0,Mobile App,PromptPay,2026-01-24 17:25:00,เชียงใหม่,Smart Home
116,ORD000131,2026-01-03 03:34:00,C0101,P010,2,891.0,0.05,1692.8999999999999,Marketplace,Bank Transfer,2026-01-03 05:17:00,ภูเก็ต,Smart Home
117,ORD000132,2026-01-28 02:40:00,C0146,P022,1,523.95,0.1,471.55500000000006,Marketplace,Credit Card,2026-01-28 03:12:00,กรุงเทพมหานคร,Accessory
118,ORD000133,2026-01-11 15:42:00,C0078,P008,3,449.1,0.0,1347.3000000000002,Marketplace,Credit Card,2026-01-11 17:27:00,ระยอง,Accessory
119,ORD000134,2026-01-08 15:18:00,C0007,P018,2,3591.0,0.05,6822.9,Marketplace,Bank Transfer,2026-01-08 16:18:00,กรุงเทพมหานคร,Smartphone
120,ORD000135,2026-01-15 04:33:00,C0076,P027,2,25900.0,0.05,49210.0,Mobile App,Credit Card,2026-01-15 05:23:00,ระยอง,Smartphone
121,ORD000136,2026-01-18 05:28:00,C0052,P003,2,25900.0,0.0,51800.0,Mobile App,PromptPay,2026-01-18 05:57:00,ระยอง,Smartphone
122,ORD000137,2026-01-07 00:33:00,C0003,P039,2,990.0,0.05,1881.0,Marketplace,PromptPay,2026-01-07 00:39:00,ขอนแก่น,Notebook
123,ORD000138,2026-01-08 13:50:00,C0145,P030,1,474.05,0.1,426.64500000000004,Mobile App,Credit Card,2026-01-08 13:54:00,ภูเก็ต,Smartphone
124,ORD000139,2026-01-05 03:18:00,C0075,P016,1,1490.0,0.0,1490.0,Web,Credit Card,2026-01-05 05:45:00,ระยอง,Accessory
125,ORD000140,2026-01-04 00:24:00,C0132,P023,1,269.1,0.05,255.645,Marketplace,Credit Card,2026-01-04 00:39:00,ชลบุรี,Accessory
126,ORD000141,2026-01-14 11:29:00,C0069,P011,2,23310.0,0.0,46620.0,Web,Credit Card,2026-01-14 11:56:00,กรุงเทพมหานคร,Accessory
127,ORD000143,2026-01-18 23:04:00,C0133,P007,1,25900.0,0.05,24605.0,Web,Credit Card,2026-01-19 00:29:00,ภูเก็ต,Notebook
128,ORD000145,2026-01-11 18:33:00,C0142,P009,1,313.95,0.1,282.555,Web,Credit Card,2026-01-11 19:39:00,ชลบุรี,Notebook
129,ORD000146,2026-01-13 00:04:00,C0096,P023,1,299.0,0.0,299.0,Marketplace,Bank Transfer,2026-01-13 00:08:00,กรุงเทพมหานคร,Accessory
130,ORD000147,2026-01-24 10:34:00,C0114,P001,1,299.0,0.0,299.0,Marketplace,Bank Transfer,2026-01-24 12:27:00,เชียงใหม่,Notebook
131,ORD000149,2026-01-04 10:57:00,C0033,P028,1,299.0,0.05,284.05,Mobile App,Bank Transfer,2026-01-04 12:47:00,ระยอง,Smartphone
132,ORD000150,2026-01-11 10:12:00,C0067,P033,2,12900.0,0.0,25800.0,Mobile App,Bank Transfer,2026-01-11 12:02:00,ชลบุรี,Smart Home
133,ORD000151,2026-01-06 02:33:00,C0004,P036,1,269.1,0.0,269.1,Mobile App,Credit Card,2026-01-06 05:16:00,กรุงเทพมหานคร,Notebook
134,ORD000152,2026-01-20 15:01:00,C0026,P040,2,3990.0,0.0,7980.0,Marketplace,Bank Transfer,2026-01-20 15:53:00,เชียงใหม่,Accessory
135,ORD000153,2026-01-08 04:09:00,C0120,P011,1,25900.0,0.0,25900.0,Mobile App,Credit Card,2026-01-08 04:54:00,ขอนแก่น,Accessory
136,ORD000154,2026-01-04 03:08:00,C0047,P009,4,299.0,0.0,1196.0,Marketplace,PromptPay,2026-01-04 05:58:00,ระยอง,Notebook
137,ORD000155,2026-01-19 06:03:00,C0130,P014,4,990.0,0.0,3960.0,Web,PromptPay,2026-01-19 07:13:00,ภูเก็ต,Notebook
138,ORD000156,2026-01-07 14:35:00,C0014,P001,2,269.1,0.0,538.2,Marketplace,PromptPay,2026-01-07 15:45:00,ขอนแก่น,Notebook
139,ORD000157,2026-01-13 09:28:00,C0054,P024,1,299.0,0.0,299.0,Marketplace,Credit Card,2026-01-13 11:34:00,กรุงเทพมหานคร,Accessory
140,ORD000158,2026-01-14 21:41:00,C0073,P027,1,23310.0,0.05,22144.5,Web,Bank Transfer,2026-01-14 22:07:00,ขอนแก่น,Smartphone
141,ORD000159,2026-01-08 21:42:00,C0141,P006,1,284.05,0.05,269.8475,Mobile App,Credit Card,2026-01-08 23:30:00,กรุงเทพมหานคร,Accessory
142,ORD000160,2026-01-15 17:15:00,C0059,P014,2,990.0,0.0,1980.0,Mobile App,Credit Card,2026-01-15 19:09:00,ระยอง,Notebook
143,ORD000161,2026-01-11 15:47:00,C0092,P012,1,891.0,0.05,846.4499999999999,Mobile App,Bank Transfer,2026-01-11 18:21:00,กรุงเทพมหานคร,Accessory
144,ORD000162,2026-01-24 04:41:00,C0130,P002,2,1415.5,0.05,2689.45,Mobile App,Credit Card,2026-01-24 07:23:00,ภูเก็ต,Smartphone
145,ORD000163,2026-01-24 22:34:00,C0093,P037,1,24605.0,0.1,22144.5,Marketplace,PromptPay,2026-01-24 23:22:00,ภูเก็ต,Smart Home
146,ORD000164,2026-01-06 04:10:00,C0112,P033,3,11610.0,0.0,34830.0,Marketplace,Credit Card,2026-01-06 04:53:00,กรุงเทพมหานคร,Smart Home
147,ORD000165,2026-01-26 09:37:00,C0002,P024,1,299.0,0.0,299.0,Marketplace,PromptPay,2026-01-26 11:39:00,ชลบุรี,Accessory
148,ORD000166,2026-01-05 14:37:00,C0001,P027,3,27195.0,0.0,81585.0,Web,Bank Transfer,2026-01-05 16:33:00,ชลบุรี,Smartphone
149,ORD000168,2026-01-10 11:34:00,C0004,P019,3,3990.0,0.0,11970.0,Marketplace,Credit Card,2026-01-10 12:59:00,กรุงเทพมหานคร,Smartphone
150,ORD000169,2026-01-23 15:45:00,C0073,P018,1,3591.0,0.1,3231.9,Marketplace,Bank Transfer,2026-01-23 15:58:00,ขอนแก่น,Smartphone
151,ORD000170,2026-01-18 21:15:00,C0004,P020,1,499.0,0.0,499.0,Marketplace,Bank Transfer,2026-01-18 22:05:00,กรุงเทพมหานคร,Smart Home
152,ORD000171,2026-01-26 20:58:00,C0160,P010,2,891.0,0.0,1782.0,Web,Credit Card,2026-01-26 21:59:00,กรุงเทพมหานคร,Smart Home
153,ORD000172,2026-01-20 16:52:00,C0028,P034,1,299.0,0.1,269.1,Mobile App,PromptPay,2026-01-20 17:39:00,ขอนแก่น,Accessory
154,ORD000173,2026-01-03 06:14:00,C0137,P007,3,27195.0,0.0,81585.0,Marketplace,Credit Card,2026-01-03 08:17:00,ภูเก็ต,Notebook
155,ORD000174,2026-01-28 23:11:00,C0075,P018,4,3990.0,0.05,15162.0,Marketplace,Credit Card,2026-01-28 23:29:00,ระยอง,Smartphone
156,ORD000175,2026-01-26 17:56:00,C0088,P004,3,1564.5,0.0,4693.5,Marketplace,Credit Card,2026-01-26 18:58:00,ภูเก็ต,Smart Home
157,ORD000176,2026-01-21 02:49:00,C0120,P025,2,27195.0,0.0,54390.0,Mobile App,Credit Card,2026-01-21 05:33:00,ขอนแก่น,Accessory
158,ORD000177,2026-01-04 02:29:00,C0015,P027,2,23310.0,0.05,44289.0,Mobile App,Credit Card,2026-01-04 05:23:00,ภูเก็ต,Smartphone
159,ORD000178,2026-01-26 22:57:00,C0127,P028,4,299.0,0.0,1196.0,Mobile App,Bank Transfer,2026-01-27 01:41:00,ภูเก็ต,Smartphone
160,ORD000180,2026-01-06 14:27:00,C0026,P021,1,23310.0,0.0,23310.0,Marketplace,Bank Transfer,2026-01-06 16:40:00,เชียงใหม่,Smart Home
161,ORD000181,2026-01-17 22:36:00,C0078,P007,1,25900.0,0.0,25900.0,Mobile App,PromptPay,2026-01-17 23:43:00,ระยอง,Notebook
162,ORD000182,2026-01-19 01:42:00,C0135,P025,1,23310.0,0.0,23310.0,Mobile App,Credit Card,2026-01-19 02:14:00,กรุงเทพมหานคร,Accessory
163,ORD000183,2026-01-11 14:35:00,C0044,P038,3,11610.0,0.0,34830.0,Web,PromptPay,2026-01-11 14:59:00,กรุงเทพมหานคร,Smartphone
164,ORD000184,2026-01-17 11:36:00,C0154,P019,4,3790.5,0.0,15162.0,Web,PromptPay,2026-01-17 12:30:00,เชียงใหม่,Smartphone
165,ORD000185,2026-01-08 11:35:00,C0140,P028,4,269.1,0.1,968.7600000000001,Mobile App,Credit Card,2026-01-08 11:57:00,ภูเก็ต,Smartphone
166,ORD000187,2026-01-22 17:38:00,C0092,P039,2,990.0,0.0,1980.0,Marketplace,Credit Card,2026-01-22 19:22:00,กรุงเทพมหานคร,Notebook
